"","text"
"4151","Raptors coach about to get fired Ì†æÌ¥∑Ì†ºÌøæ‚Äç‚ôÇÔ∏è"
"4152","RT @TheNBAMonster: Lo de LeBron James a Raptors ya es bullying...  https://t.co/1GEOXzntRz"
"4153","Sane folks didn't RT @CR3WS_wit_Me: Anybody Non Canadian pick the Raptors forreal?!"
"4154","RT @TheCousinSal: Good lord. The Virginia Cavaliers are laughing at what a terrible one seed the Toronto Raptors are. #CLEvsTOR"
"4155","RT @FEELZ_: The Raptors really had THAT season to lose to THIS Cavs team? https://t.co/Z1t7mT4Te6"
"4156","Y'all took Seattle's team away but let the fucking Raptors continue to embarrass themselves in the playoffs?? @NBA"
"4157","RT @BetTheGreek: Toronto Raptors expectation vs reality... #NBA #TORvsCLE https://t.co/s2LXicVGp3"
"4158","RT @HeatvsHaters: Seriously, how deflating is this:
First, You get swept by LeBron &amp; Cavs

Next season, you get a franchise record in wins.‚Ä¶"
"4159","RT @JoshEberley: What a depressing, gut-wrenching end for the Raptors after their best season ever. Their BEST SEASON EVER and LeBron didn‚Äô‚Ä¶"
"4160","Rip to our season Ì†ΩÌ∂ïÌ†ºÌøΩ https://t.co/ALdMKvKrjl"
"4161","@stephenasmith @Raptors @KingJames If you can't motivate the number 1 seed to a single effing victory you need to go!"
"4162","RT @ericsports: DeMar DeRozan makes $83 Million the next 3 seasons

Kyle Lowry makes $64 Million the next 2 seasons

Serge Ibaka makes $45‚Ä¶"
"4163","Get them Raptors outta hea #CAVS https://t.co/iGKyRCQHqs"
"4164","RT @SheaSerrano: This Matches The Cavaliers' Largest Lead of the Night: The Toronto Raptors Story"
"4165","@goofonroof @Raptors After this sweep by @cavs they need a change somewhere .. I think they have lost to cavs 3 straight years"
"4166","Live look at the @Raptors organization https://t.co/L1No7QW3ma"
"4167","Something happened to the Raptors. I did not expect it to go this way. 4-0!"
"4168","The #NBA's #TorontoRaptors will be happier the series with #ClevelandCavaliers is over than the Cavs will be in win‚Ä¶ https://t.co/v1SljGkgHm"
"4169","RT @matgorecki: Watching what the Cavs are doing to the Raptors https://t.co/HRefBzDwun"
"4170","RT @Enzo__92: Fallait laisser Washington aller en 1/2 de conf @Raptors_FR si c‚Äôest pour prendre un sweep humiliant derri√®re .."
"4171","RT @JzoSports: This ""LeBron's plan"" song making fun of Drake and the Raptors is amazing LMAO  Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç
(Via @AllDefDigital)
https://t.co/YF8AF6‚Ä¶"
"4172","RT @ericsports: DeMar DeRozan makes $83 Million the next 3 seasons

Kyle Lowry makes $64 Million the next 2 seasons

Serge Ibaka makes $45‚Ä¶"
"4173","RT @stephenasmith: Damn! @Raptors getting their butts whupped. Still won‚Äôt double @KingJames. Look like they‚Äôve quit. Could cost Dwayne Cas‚Ä¶"
"4174","RT @JoshEberley: What a depressing, gut-wrenching end for the Raptors after their best season ever. Their BEST SEASON EVER and LeBron didn‚Äô‚Ä¶"
"4175","RT @MadIsaiahThomas: @Raptors demar loool https://t.co/iT5YYtjpOX"
"4176","@jasonlatour Raptors either get no calls for or get every call against. Still looking back at Love‚Äôs Flagrant against Demar in g1..."
"4177","@Prettyboyfredo I live in Toronto and Ik the raptors thought they were gonna have this one easy because the cabs ju‚Ä¶ https://t.co/pLYlRQ6biL"
"4178","@erichart85 @Robinquick1973 @stephenasmith @Raptors @KingJames Explain how the pacers took it to 7 and nearly won? The Raptors are frauds."
"4179","RT @Dart_Adams: The Toronto Raptors are down by 28 to the Cleveland Cavaliers at the end of 3 quarters... https://t.co/s0zwr37jff"
"4180","RT @TomerAzarly: LeBron James vs. DeMar DeRozan and Kyle Lowry IN THE SERIES! Wow. #Cavs #Raptors #WhateverItTakes #WeTheNorth https://t.co‚Ä¶"
"4181","@BlakeMurphyODC Remember Marc Davis, yes he is the one who eject the Raptors before and again today. Before the gam‚Ä¶ https://t.co/vUCQfcrF5w"
"4182","RT @william_lou: at least lose with dignity but i guess even that's too much to ask for. gotta shit yourself as much as possible. raptors,‚Ä¶"
"4183","RT @AkinAlao_: LeBron is basically Thanos with all 6 infinity stones

The Raptors saw 14 million different outcomes of their series with Cl‚Ä¶"
"4184","@erichart85 @Robinquick1973 @stephenasmith @Raptors @KingJames They‚Äôve played them every year in the post season an‚Ä¶ https://t.co/g8F5g2r2en"
"4185","RT @Sergeveli13: Raptors not even a swag team. 
at least John Wall woulda been 
throwin up gang signs while down 30."
"4186","@Raptors @JValanciunas @DeMar_DeRozan I lie. OG is doing what he can against @KingJames"
"4187","RT @JLew1050: There's really no way to spin this, no excuses this time around. These Raptors were healthy, rested and deep. They changed th‚Ä¶"
"4188","I know people say this is what the Raptors do in the playoffs but im still surprised to see them  get swept what a‚Ä¶ https://t.co/oe1oBfcS3p"
"4189","The playoffs of the RaptorsÌ†ΩÌ∏™ https://t.co/MDhO3Zh9ET"
"4190","RT @TomerAzarly: #Cavs dominating the #Raptors after 3 in Game 4, 72-100.

LeBron James: 25 points, 7 rebs, 10 asts, 2 stls, 1 blk
Kevin Lo‚Ä¶"
"4191","‚ÄúOur new Constitution is now established, and has an appearance that promises permanency; but in this world nothing‚Ä¶ https://t.co/TgrVqOi0RY"
"4192","Raptors done.... erryone fired"
"4193","@TdotJohn @LILBTHEBASEDGOD @norm @Raptors Lil B and Norm holding on to dead memes"
"4194","The Raptors have to fire Dwane Casey and trade their 2 ‚Äòstars‚Äô DeRozan and Lowry who can‚Äôt produce on the big stage."
"4195","Raptors are trash !!"
"4196","Lebron Is The KING Ì†æÌ¥¥Of The North @Raptors Ì†æÌ¥∑Ì†ºÌøø‚Äç‚ôÇÔ∏è"
"4197","RT @JLew1050: P.J. Tucker on the Raptors: ""They've got a chance. They've got a chance to make it to the Finals this year. Everybody's seen‚Ä¶"
"4198","RT @NBAquickreport: The Cavs are putting an on offensive clinic against the Raptors, who are a good defensive team. They had the 5th best d‚Ä¶"
"4199","RT @OldTakesExposed: The ‚ÄúDifferent Raptors‚Äù thing reminds me of the beginning of every school year when I swore that I would take copius n‚Ä¶"
"4200","The Capitals finally beat the Penguins, but the Raptors still can‚Äôt beat the Cavs."
"4201","The Raptors are an embarrassment."
"4202","RT @CurryDagger: LMFAOOO Cavs-Raptors summed up in one video  https://t.co/NPvHUEkpb0"
"4203","Raptors are trash against Lebron"
"4204","Raptors might have gotten their coach fired too in the process"
"4205","RT @RealSkipBayless: Come on, Bron, just three - no, now just two - more rebounds vs sorry Raptors and YOU'VE GOT ANOTHER PLAYOFF TRIPLE DO‚Ä¶"
"4206","@Wiggy_15 @erichart85 @Robinquick1973 @stephenasmith @Raptors @KingJames I agree, but they just don‚Äôt have the coac‚Ä¶ https://t.co/vOEiCEnjr7"
"4207","RT @theDYNAMICS: Bagged milk &gt; @Raptors https://t.co/NdLMsdnlqF"
"4208","Raptors' season ebbing away in Cleveland. Cavs leading 106-78, 9 minutes left."
"4209","RT @TomerAzarly: LeBron James vs. DeMar DeRozan and Kyle Lowry IN THE SERIES! Wow. #Cavs #Raptors #WhateverItTakes #WeTheNorth https://t.co‚Ä¶"
"4210","Raptors in 8 https://t.co/E5pqUiEvwe"
"4211","RT @rahooIigan: ‚Äúnext year is DEFINITELY our year tho‚Äù - Toronto Raptors (2014-2018)"
"4212","Raptors may be the worst #1 seed ever"
"4213","@NeutralZoneCamJ @AdamCosburn @Raptors @KingJames @NBA  https://t.co/zNK2597TcU"
"4214","@ba_jordan230 @KdLive @Raptors guys tbh we already lost the series so there's no point in blaming the refs"
"4215","RT @BleacherReport: LEBRONTOSAURUS.

The disrespect for the Raptors continues Ì†ΩÌ∏¨ https://t.co/DO2hB0guEE"
"4216","TNT really out here putting up the season in review graphic for the raptors with 10 minutes left Ì†æÌ¥¶‚Äç‚ôÄÔ∏è"
"4217","@cpenn4thewin I honestly don't think this is the case. I really think the Raptors could beat any team in the east without Lebron James."
"4218","the raptors are definitely loosing the playoffs tonight... 0-4, still a great season #WeTheNorth"
"4219","Raptors basically passed all the quizzes and failed the final"
"4220","Cavs (+170) over the Raptors for the series was one of the nicest things the oddsmakers ever did for the betting public. Free money."
"4221","RT @CurryDagger: LMFAOOO Cavs-Raptors summed up in one video  https://t.co/NPvHUEkpb0"
"4222","Roy Hibbert &gt; the raptors"
"4223","RT @LILBTHEBASEDGOD: @norm @Raptors hello my friend as you wish you will receive the raptors are #BLESSED for tonights GAME !!! #NBA LETS G‚Ä¶"
"4224","That @DeMar_DeRozan ejection is ridiculous. The @NBA officials no cares in the world for the @Raptors , a team from Canada #WeTheNorth"
"4225","@TomerAzarly That last alley-oop was symbolic. Raptors just can‚Äôt get it in the rim tonight."
"4226","Man these Raptors memes are hilarious Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç. https://t.co/KUZIvPlG1E"
"4227","The raptors stuck"
"4228","RT @Raptors: https://t.co/mexOiogSyf"
"4229","Regardless, I have had a great time watching this season. We will be back to do it all again next year! #Raptors"
"4230","raptors ain‚Äôt shiiit"
"4231","RT @MongoGoesInsane: If there is one thing we learned about the Cavs last night, the Cavs are not going to the NBA Finals. LeBron can't do‚Ä¶"
"4232","Serious Question: Are the Raptors the first #1 seed to get swept in a NBA Playoff series?"
"4233","This is the best @Raptors team built with young potential, its just we have the wrong coach and mentality, come pla‚Ä¶ https://t.co/VA65R138sX"
"4234","Raptors soft as charmin"
"4235","@jamiedeocampo @Raptors I WALK AWAY FOR 1 BATHROOM BREAK"
"4236","Hmm, #Raptors set for extinction from #NBAPlayoffs ... vanquished by the mastery of LeBron once again

Well,‚Ä¶ https://t.co/FQjSHn5qVW"
"4237","RT @stephenasmith: Damn! @Raptors getting their butts whupped. Still won‚Äôt double @KingJames. Look like they‚Äôve quit. Could cost Dwayne Cas‚Ä¶"
"4238","RT @Ronnie17_: Raptors straight ASS"
"4239","RT @OldTakesExposed: The ‚ÄúDifferent Raptors‚Äù thing reminds me of the beginning of every school year when I swore that I would take copius n‚Ä¶"
"4240","RT @CR3WS_wit_Me: The Raptors.....still! https://t.co/k7kzgn4q1k"
"4241","@MoeKhan19 I heard you the first time.

Dwayne Casey took the Raptors out of darkness for the best run of basketbal‚Ä¶ https://t.co/15pFHPDqkh"
"4242","Has a #1 seed ever been swept? #cavs #raptors"
"4243","Genuinely surprised by the Raptors getting swept. https://t.co/OmmZi7DyKa"
"4244","#Cavs #Raptors Who let TT out of timeout?"
"4245","I didn‚Äôt watch more than ten minutes of an NBA game outside of a bar or Vegas this year and I bet the Cavs to sweep‚Ä¶ https://t.co/ztG3PmivWB"
"4246","I'm embarrassed for the Raptors. My man demarr came out and admitted to going to therapy abd this how lebron do him..."
"4247","RT @DragonflyJonez: JR steals the inbound. George Hill hits a Tony Parker baseline spin. Send the Raptors to the Mountain West Conference.‚Ä¶"
"4248","RT @therealbradg: The Raptors are such an east good team."
"4249","Get the Raptors outta here g"
"4250","Ask &amp; you shall receive. Bye, Lebronto! 
#Raptors #Rapture https://t.co/JYepwbb5rX"
"4251","They‚Äôre about to be the first #1 to get unceremoniously swept out, and the issue is a non call in game one that res‚Ä¶ https://t.co/xIG94fuPGg"
"4252","@juliomiguelsant @TenchyRodEspn @Pacers @Raptors @celtics Cavs va a perder la 4ta tambien ese equipo solo es Lebron‚Ä¶ https://t.co/u6keNlbvCh"
"4253","Second side note: the raptors are bigger folders then the capitals and LeGOAT is still playing"
"4254","@stephenasmith @Raptors @KingJames Would this be the first year ever that a COY nominee gets fired?"
"4255","Folks really thought the Raptors were gonna beat the Cavs Ì†ΩÌ∏Ç"
"4256","RAPTORS IN 9!!! #idontknow #RaptorsCavs"
"4257","RT @Zaknoble: 3 Things For Sure...

Death

Taxes 

&amp; #Raptors getting their ass kicked by the #Cavaliers 

#NBA #ExtinctionSZN"
"4258","Taranta Raptors Ì†ΩÌ∏Ç"
"4259","RT @jasonrmcintyre: The pick is in:

Raptors in 5 over LeBron"
"4260","Aye the @Raptors fan are awfully quiet"
"4261","LeBron:Toronto Raptors::T-Rex in Jurassic Park:Raptors in Jurassic Park"
"4262","RT @william_lou: Saddest part of all this is that NBA fans don't even have new jokes for the Raptors. It's just depressing for everyone."
"4263","@sh8dy1UP @Raptors They play good when it‚Äôs no pressure niggas don‚Äôt like going to Canada to play a game either if‚Ä¶ https://t.co/SXKh3WogUq"
"4264","RT @ScottHoward42: I hope the Raptors can eventually summon enough courage to help Sansa escape Winterfell."
"4265","RT @thundaodamassa: CAVS O SEU T√öMULO @RAPTORS

#NBAnoSPORTV"
"4266","RT @TJDhoops: 2018: LeBron sweeps the Raptors (again) with embarrassing ease. https://t.co/sTdYyziOTh"
"4267","RT @RealSkipBayless: Come on, Bron, just three - no, now just two - more rebounds vs sorry Raptors and YOU'VE GOT ANOTHER PLAYOFF TRIPLE DO‚Ä¶"
"4268","Ok I can‚Äôt listen to Matty D and Jack tell me how this isn‚Äôt so bad. Haha #ImOut #Raptors *reaches for TV remote*"
"4269","Drake I support you in all you do BUT I Can‚Äôt with these Raptors!"
"4270","RT @VictionaryHD: Raptors brought the same team to the plate for 3 years and got washed every time https://t.co/C2gUdjpwd4"
"4271","If you‚Äôre a wizards fan - you have a young, in their prime core of Wall/Beal/Porter as your worst case scenario (th‚Ä¶ https://t.co/tWFstlOaBH"
"4272","RT @CavsNationNet: LeBron James Jr. shows some of his spunk at Drake's expense. #Cavs #Raptors #WhateverItTakes
https://t.co/Sac5or2okC"
"4273","RT @JzoSports: This ""LeBron's plan"" song making fun of Drake and the Raptors is amazing LMAO  Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç
(Via @AllDefDigital)
https://t.co/YF8AF6‚Ä¶"
"4274","And to think media analysts were saying the Cavs would get swept by the Raptors I‚Äôm seriously weak Ì†ΩÌ∏Ç"
"4275","@CPAutoScribe @cavs @Raptors So true. From now The fumble; Kevin Mack, The comeback John Elway, the shot Michael Jo‚Ä¶ https://t.co/1lAOkBNhEu"
"4276","@khalilgarland3 The raptors we're never the number 1 seed bro they we're fakers of a temporary  success in the regu‚Ä¶ https://t.co/E1J8ch5Wcy"
"4277","Verdade que os Raptors arregou bonito pro Cavs"
"4278","@LeoRautins and his sidekick Rod Black digging deep to create positives out of this embarrassing series by @Raptors"
"4279","RT @LBJ23_Fan: Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed Cavs just‚Ä¶"
"4280","@wilson259608354 @Raptors @Pacers @WashWizards @DeMar_DeRozan @Klow7 Both those teams would still lose to the Cavs‚Ä¶ https://t.co/yTik8KnNp5"
"4281","RIP Raptors Season Oct 19th 2017 - May 7th 2018 #Raptors"
"4282","Raptors probably fire Casey and use him as the scapegoat smh"
"4283","RT @JoshEberley: What a depressing, gut-wrenching end for the Raptors after their best season ever. Their BEST SEASON EVER and LeBron didn‚Äô‚Ä¶"
"4284","The raptors are fucking GARBAGE don‚Äôt ever tell me shit about the raptors being ‚Äúdifferent‚Äù Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"4285","Raptors trash"
"4286","#Raptors should relocate to #Seattle cause they will never be good again in #Toronto after this #ass #whippin #jussayin"
"4287","RT @JoshEberley: What a depressing, gut-wrenching end for the Raptors after their best season ever. Their BEST SEASON EVER and LeBron didn‚Äô‚Ä¶"
"4288","RT @SportsCentre: UPDATE: #Raptors' DeMar DeRozan is ejected late in the third quarter of Game 4 vs #Cavaliers for a flagrant-2 foul. Rapto‚Ä¶"
"4289","RT @CuffsTheLegend: Customs shouldn't let the Raptors back into Canada"
"4290","@JustRollinOn86 @NeutralZoneCamJ @bretzky1984 @Raptors @KingJames @NBA Good point"
"4291","What a horrible performance by the Raptors in this series. How do you get swept by a team that almost got beat by the Pacers"
"4292","RT @Jubilicious_: I‚Äôd just like to ask the @NBA on behalf of all @Raptors fans...when did Tim Donaghy become head of officiating?!?!  That,‚Ä¶"
"4293","Just waiting for the Raptors to put in their G-League roster Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç where are Malachi Richardson, Lorenzo Brown and Malcolm Miller?"
"4294","@PatCancilla The refs did everything they could to give the #Raptors game one. What were you watching?

The‚Ä¶ https://t.co/2BSuBfclCP"
"4295","Didn‚Äôt I say the Cavs would SWEEP the Raptors Ì†ΩÌ∏ÇÌ†æÌ¥´ #GoCavs"
"4296","Cavs outscored by 50 in the Indiana series yet still win in 7 by a hair. Cavs also now about to SWEEP the number 1‚Ä¶ https://t.co/vJKhO5dPSg"
"4297","The raptors really cheese dude"
"4298","Ordinarily I would have said someone should avenge the Raptors but #Thanos did them all in. #InfinityWar"
"4299","@bradyLcollier I just assumed with his level of dominance over the Raptors, he's be allowed to pick his own governing title! Ì†ΩÌ∏Ç"
"4300","RT @MegaMcQueen: Bro the Raptors are horrendous. How do you lose to such a shitty team like the Cavs? Ì†ΩÌ∏™"
"4301","Let's go Raptors! There's still hope somewhere"
"4302","RT @RealSkipBayless: Come on, Bron, just three - no, now just two - more rebounds vs sorry Raptors and YOU'VE GOT ANOTHER PLAYOFF TRIPLE DO‚Ä¶"
"4303","RT @clevezirm: 2015 Hawks. 2017 Celtics. 2018 Raptors. the way the Cavs have dismantled some of these 1 seeds during this four season run i‚Ä¶"
"4304","Que feo como se est√°n quedando los #Raptors. 
Tan bien que jugaron esta temporada... 
#NBAPlayoffs"
"4305","I‚Äôm not sure what @UrinatingTree is going to have to say about the Raptors this week, but all I know is that it‚Äôs bound to be epic."
"4306","RT @JzoSports: This ""LeBron's plan"" song making fun of Drake and the Raptors is amazing LMAO  Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç
(Via @AllDefDigital)
https://t.co/YF8AF6‚Ä¶"
"4307","@DavidBernardi7 Being Kryptonite would suggest he‚Äôs the only thing that could beat them. Raptors playing like this‚Ä¶ https://t.co/xAxebSh1u3"
"4308","RT @HennyOmega: This the best slander I've seen the Raptors get all series lmaoooooooo https://t.co/0mImvDBEmI"
"4309","RT @PushupSensei: .@Raptors https://t.co/alOwgbNUlF"
"4310","@Raptors unless you get a big free agent this summer. Trade your whole starting line-up... or fire Casey"
"4311","@JnrPri @MrBrianGill @stephenasmith @Raptors @KingJames The Brooklyn nets could beat the Cavs without Lebron doesn‚Äô‚Ä¶ https://t.co/2kiZAEp3bU"
"4312","RT @JLew1050: There's really no way to spin this, no excuses this time around. These Raptors were healthy, rested and deep. They changed th‚Ä¶"
"4313","RT @ZachMayo: Are you excited to watch the very inevitable dumpster-fire collapse of the No1 seed Toronto Raptors in the NBA playoffs?"
"4314","@Raptors https://t.co/dhXuj7d8QY"
"4315","The Raptors are pure garbage"
"4316","The Raptors are a joke. What a terrible performance in this series."
"4317","@RaptorsRealm @Raptors  https://t.co/6dJsYBvZDS"
"4318","Charles Barkley guaranteed that the Raptors would win this game, which just means Chuck lost a lot of money tonight. https://t.co/Bjl8yBrs4v"
"4319","Raptors are the 1 seed...Ì†ΩÌ∏≥Ì†ΩÌ∏≥"
"4320","RT @WhatItDo314Fam: @BleacherReport That's the last time you'll see @DeMar_DeRozan in a #Raptors jersey #NBAPlayoffs"
"4321","RT @KofieYeboah: The Raptors watching the remaining teams in the playoffs https://t.co/qxC09YwAG0"
"4322","Nice try Raptors! https://t.co/DKYuI3DQ0C"
"4323","The raptors really went 1st in the east, to get swept Ì†æÌ¥ï"
"4324","RT @stephenasmith: Damn! @Raptors getting their butts whupped. Still won‚Äôt double @KingJames. Look like they‚Äôve quit. Could cost Dwayne Cas‚Ä¶"
"4325","RT @NBAquickreport: The Cavs are putting an on offensive clinic against the Raptors, who are a good defensive team. They had the 5th best d‚Ä¶"
"4326","RT @jimjackson419: @CasablancaRic @rudedogreyes Lol, but not sure if another free agent is the answer as the Raptors two best players were‚Ä¶"
"4327","RT @KevinParrishJr: The Raptors really got swept...time to blow it up. LeBron owns them"
"4328","Where‚Äôs those clown @espn analysts saying Bron had a 15% chance to best raptors? Eating your words now Ì†ΩÌ∏Ç"
"4329","@KSBWDrea Oh that‚Äôs true; overtime loss by 1 point. They could easily be up 2-1 in the series, but instead they‚Äôre‚Ä¶ https://t.co/GZ4eM1Idak"
"4330","Toronto Raptors https://t.co/57AxHtFVue"
"4331","RT @JRoc23: Fantastic First Half.
I'm back on the Raps Are Going To The NBA Finals Bandwagon.
#Raptors #Wizards #WeTHENORTH"
"4332","RT @theDYNAMICS: Bagged milk &gt; @Raptors https://t.co/NdLMsdnlqF"
"4333","RT @jasonrmcintyre: The pick is in:

Raptors in 5 over LeBron"
"4334","RT @stephenasmith: Damn! @Raptors getting their butts whupped. Still won‚Äôt double @KingJames. Look like they‚Äôve quit. Could cost Dwayne Cas‚Ä¶"
"4335","RT @ashleyharyott: don‚Äôt care how this series ends. raptors finished #1 seed and had a historic year"
"4336","RT @JeffZillgitt: Dwane Casey devised a defense that stopped LeBron James in the 2011 #NBA Finals. 

""He‚Äôs part of the reason why I am who‚Ä¶"
"4337","Totalmente decepcionado de los @Raptors,esperaba algo m√°s de DeRozan."
"4338","#Bronsplan @Raptors gave up"
"4339","RT @Paul__Jones: Many @Raptors fans wondering how Kevin Love elbows DeRozan in game one and tonight against Lowry were not reviewed. And De‚Ä¶"
"4340","Raptors like the real life Cavs Lil brothers"
"4341","See ya Raptors"
"4342","y‚Äôall... what if the raptors came all the way back????"
"4343","Raptors vendo os outros times nas finais de confer√™ncia https://t.co/cdSu4IE2Yh"
"4344","@julietlitman Hoop idea. Don‚Äôt tweet about the raptors."
"4345","Well, at least the hockey Raptors won"
"4346","RT @rahooIigan: ‚Äúnext year is DEFINITELY our year tho‚Äù - Toronto Raptors (2014-2018)"
"4347","RT @RealSkipBayless: LeBron is basically taking the night off vs these sorry Raptors. Can't blame him. Mercy rule! Call off the second half!"
"4348","Raptors yikes"
"4349","LES RAPTORS JE SUIS.....D√â√áUE"
"4350","RT @CLEsportsTalk: Cavs- 100
Raptors- 72

End of the third. #WhateverItTakes"
"4351","Why does LeBron hate the raptors ?"
"4352","That nigga LeBron really don‚Äôt fuck with the Raptors Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"4353","@Raptors resting their starters for next season, gg @cavs"
"4354","@MaxGraham it's pretty annoying but i'm a raptors fan too so it isn't that annoying i guess. you going to make some‚Ä¶ https://t.co/PxjaaImo3m"
"4355","The Toronto Raptors are an EMBARRASSMENT to the NBA PLAYOFFS"
"4356","@nbaextra les Raptors sont comme sur leur logo D√âCHIR√â par LeBron et les CAVS"
"4357","Leaving LeBron in the game with #Cavs up 30 is insulting and disrespectful but I'm sure Raptors wont't do anything about it.."
"4358","At least Raptors tickets will be affordable again next season when we claw to try and win 20 games Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç #WeTheNorth"
"4359","@chmjiii @stephenasmith @Raptors @KingJames Didn't say he didn't.  Put literally any other player in place of Lebro‚Ä¶ https://t.co/zuVbT1GMnU"
"4360","Man the Raptors are terrible against us lol"
"4361","The raptors are a bunch of frauds"
"4362","Congrats Lebron the raptors are who we said they were lol"
"4363","The Raptors really going out like this rn smh.... - Mamadou https://t.co/YbWBo1lYU6"
"4364","RT @MyMikeCheck: So basically in the East ...

LeBron ended Pistons' mid-2000s conference stranglehold. Stomped out Soulja Boy's Wizards. W‚Ä¶"
"4365","RT @megreyes_: Thanos snapped his fingers and the Raptors disappeared too smh"
"4366","WHO SAID THE RAPTORS WERE DIFFERENT THIS YEAR"
"4367","RT @ekoreen: Respect for the Raptors. https://t.co/Xz2FyVjiwy"
"4368","RT @HeatvsHaters: Seriously, how deflating is this:
First, You get swept by LeBron &amp; Cavs

Next season, you get a franchise record in wins.‚Ä¶"
"4369","Fuck the Raptors. Let's go C's"
"4370","RT @jaycastillo__: At this point i just feel bad for the raptors this is terrible"
"4371","RT @umdallas: Holy fuck Devlin and Armstrong are talking nonsence right now. Shut up please. You are embarassing yourselves #Raptors"
"4372","@CgdogChris @NBAonTNT @KingJames @Pacers @VicOladipo ‚ÄúIf‚Äù is always so dangerous because you could nit pick everyth‚Ä¶ https://t.co/CpYBuHIIC8"
"4373","RT @TheCousinSal: Good lord. The Virginia Cavaliers are laughing at what a terrible one seed the Toronto Raptors are. #CLEvsTOR"
"4374","Bitter about the @Raptors getting swept? Absolutely. But even in a state of sensibility and neutrality, I know this‚Ä¶ https://t.co/ZrZsTNOayT"
"4375","RT @jortega1996: The year is 2035. The 80-2 Toronto Raptors just got swept by a 58 year old Lebron James for the 16th time in a row."
"4376","RT @MyMikeCheck: So basically in the East ...

LeBron ended Pistons' mid-2000s conference stranglehold. Stomped out Soulja Boy's Wizards. W‚Ä¶"
"4377","RT @larevill3: Raptors coach getting fired after this series lol"
"4378","RT @tomhaberstroh: Raptors were a Top-5 defense this season ... but here are the points allowed by half to Cleveland post-trade:

64
68
60‚Ä¶"
"4379","Really think he should leave the raptors pair him up with my boy dlo in Brooklyn Ì†ΩÌ∏â @Dloading @DeMar_DeRozan https://t.co/lpnxcm6y7g"
"4380","RT @JoshEberley: What a depressing, gut-wrenching end for the Raptors after their best season ever. Their BEST SEASON EVER and LeBron didn‚Äô‚Ä¶"
"4381","RT @RealSkipBayless: The Cavs will sweep the Raptors."
"4382","it‚Äôs complete masochism to be a raptors fan."
"4383","@cavs  @Raptors https://t.co/P2iZszYjW4"
"4384","This gotta be the worst raptors team ever"
"4385","RT @camisa_23: Adicionem o Toronto Raptors na lista dos times do Leste que remaram, remaram e bateram em uma parede chamada LeBron James e‚Ä¶"
"4386","Cant help but wonder if this is Dwane Casey's last game as head coach of the @Raptors. #WeTheNorth #Raptors"
"4387","RT @NOTSportsCenter: REPORT: The NBA wants to give the Raptors a participation medal for this series, but they're still waiting for them to‚Ä¶"
"4388","RT @saucefredo_: @YoungKingAdam3 Raptors don‚Äôt even deserve to be in the league nomore"
"4389","The raptors are so ass that people got bored of slandering them"
"4390","Very much here for Bron hunting a trip-dub just to rub a giant sackful of salt into a gaping Raptors wound."
"4391","RT @jasonrmcintyre: The pick is in:

Raptors in 5 over LeBron"
"4392","If the Raptors are pinning their hopes on Lebron going to the Western conference the entire front office should be fired. Awful commentary."
"4393","RT @randyjcruz: When the Raptors thought this was their year to defeat LeBron in the playoffs... https://t.co/EiF3OdGHIM"
"4394","@daldridgetnt Just another series of the @nba @OfficialNBARefs Just fucking the raptors #thefixisin #fraudleague #soapopera"
"4395","Lol raptors..."
"4396","RT @MrYadigg29: I don't wanna hear about the Raptors ever again, I ain't gon say it nooo mo https://t.co/h2X3YxL1qL"
"4397","Shut the tv off and head to bed this game as well series is nothing but a embarrassment to the raptors https://t.co/FAPufyMq4T"
"4398","RT @ericsports: DeMar DeRozan makes $83 Million the next 3 seasons

Kyle Lowry makes $64 Million the next 2 seasons

Serge Ibaka makes $45‚Ä¶"
"4399","LeBron just murdering the #Raptors one fadeaway after another and another and another #LeBronto #CavsRaptors #Cavs https://t.co/ydTTW2QCjZ"
"4400","@Paul__Jones @DaneToGo @Raptors I will tell you why, because Mark Davis hates the raptors. Any time Mark Davis is t‚Ä¶ https://t.co/oUYWGRatGw"
"4401","RT @JLew1050: There's really no way to spin this, no excuses this time around. These Raptors were healthy, rested and deep. They changed th‚Ä¶"
"4402","You Raptors should be ashamed of your damn selves"
"4403","Let‚Äôs go raptors ! LMFAO"
"4404","Hahahahahahahaha @Raptors"
"4405","@bron_br A√≠ eu j√° acho diferente, se passou do raptors eu n√£o vejo chances de cair para ningu√©m na ECF"
"4406","RT @TheCousinSal: Good lord. The Virginia Cavaliers are laughing at what a terrible one seed the Toronto Raptors are. #CLEvsTOR"
